"INCIDENT INFO","DESCRIPTION","START_DT","MODIFIED_DT","QUADRANT","Longitude","Latitude","location","Count"
"4 Street at 11 Avenue SW","Two vehicle incident.","2017 May 12 02:03:40 PM","2017 May 12 02:06:36 PM","SW","-114.07148057661","51.04262449309","(51.04262449309, -114.07148057661)","1"
"Southbound Deerfoot Trail approaching Glenmore Trail SE","Two vehicle incident. Blocking the right lane.","2017 May 12 12:28:42 PM","2017 May 12 12:31:03 PM","SE","-114.03917308623","50.99415667572","(50.994156675722, -114.039173086226)","1"
"Northbound Crowchild Trail approaching Memorial Drive NW","Stalled vehicle. In the median.","2017 May 12 12:14:37 PM","2017 May 12 12:24:51 PM","NW","-114.11782580118","51.05150288808","(51.051502888076, -114.117825801179)","1"
"Northbound Deerfoot Trail at Anderson Road SE","Two vehicle incident. Affecting NB and SB traffic.","2017 May 12 09:36:22 AM","2017 May 12 09:43:45 AM","SE","-114.03391231688","50.94834192518","(50.948341925178, -114.033912316884)","1"
"52 Street at Copperfield Gate SE","Traffic signals are flashing red. Crews have been dispatched.","2017 May 12 07:41:30 AM","2017 May 12 07:54:56 AM","SE","-113.94947207783","50.91045764275","(50.910457642754, -113.949472077833)","1"
"Southbound 52 Street at 130 Avenue SE","Two vehicle incident.","2017 May 12 04:00:23 AM","2017 May 12 04:01:09 AM","SE","-113.95880038234","50.93156776286","(50.931567762864, -113.958800382341)","1"
"52 Street at 130 Avenue SE","Two vehicle incident. Blocking the westbound lanes.","2017 May 12 04:00:23 AM","2017 May 12 05:25:49 AM","SE","-113.95880038234","50.93156776286","(50.931567762864, -113.958800382341)","1"
"Royal Birch Boulevard at Royal Oak Way NW","Two vehicle incident.","2017 May 11 10:51:16 PM","2017 May 11 10:51:51 PM","NW","-114.21613054796","51.14908464919","(51.149084649192, -114.216130547958)","1"
"Westbound Memorial Drive at Barlow Trail SE","Single vehicle incident.","2017 May 11 06:42:14 PM","2017 May 11 06:43:48 PM","SE","-114.00266336604","51.04562794607","(51.045627946069, -114.002663366037)","1"
"Eastbound Shawnessy Boulevard at Shawville Boulevard SW","Stalled vehicle.","2017 May 11 06:15:11 PM","2017 May 11 06:17:28 PM","SW","-114.06975311527","50.91297382372","(50.91297382372, -114.069753115267)","1"
"52 Street at Copperfield Gate SE","Traffic signals are flashing red.","2017 May 11 04:41:16 PM","2017 May 11 04:43:02 PM","SE","-113.94947207783","50.91045764275","(50.910457642754, -113.949472077833)","1"
"33 Street at 26 Avenue SW","Two vehicle incident.","2017 May 11 04:32:12 PM","2017 May 11 04:43:02 PM","SW","-114.13549575972","51.03005039166","(51.030050391663, -114.135495759718)","1"
"Southbound Sarcee Trail at Richmond Road SW","Two vehicle incident.","2017 May 11 12:04:17 PM","2017 May 11 12:05:31 PM","SW","-114.16691116604","51.01806952933","(51.018069529335, -114.166911166039)","1"
"Citadel Drive at Citadel Meadow Bay NW","There is an incident involving a pedestrian. .","2017 May 11 07:39:25 AM","2017 May 11 07:53:26 AM","NW","-114.18013960085","51.14853135485","(51.148531354847, -114.180139600849)","1"
"Center Street at 4 Avenue SE","Two vehicle incident.","2017 May 10 09:16:48 PM","2017 May 10 09:18:01 PM","SE","-114.06273257658","51.04932875422","(51.049328754222, -114.062732576575)","1"
"Hamptons Boulevard at Country Hills Boulevard NW","Two vehicle incident. .","2017 May 10 08:33:55 PM","2017 May 10 08:39:47 PM","NW","-114.15709488395","51.13883712177","(51.138837121772, -114.157094883953)","1"
"Westbound Country Hills at Stoney Trail NW","Two vehicle incident.","2017 May 10 08:07:12 PM","2017 May 10 08:08:21 PM","NW","-114.20953523149","51.14702095407","(51.147020954073, -114.209535231494)","1"
"36 Street at 8 Avenue NE","Two vehicle incident.","2017 May 10 08:01:27 PM","2017 May 10 08:08:21 PM","NE","-113.98192032098","51.0595292715","(51.059529271505, -113.981920320981)","1"
"69 Street at Glenmore Trail SW","Two vehicle incident.","2017 May 10 06:34:30 PM","2017 May 10 06:35:36 PM","SW","-114.19626997572","51.01378692912","(51.013786929118, -114.196269975721)","1"
"Northbound Deerfoot Trail at Airport Trail NE","Two vehicle incident.","2017 May 10 06:26:42 PM","2017 May 10 06:35:36 PM","NE","-114.03837871099","51.14158636325","(51.141586363246, -114.03837871099)","1"
"24 Street at Woodview Drive SW","Two vehicle incident.","2017 May 10 06:06:42 PM","2017 May 10 06:08:14 PM","SW","-114.11848615849","50.94129809547","(50.941298095466, -114.11848615849)","1"
"Southbound 36 Street at 19 Avenue SE","Two vehicle incident.","2017 May 10 05:42:21 PM","2017 May 10 05:42:59 PM","SE","-113.98161085643","51.03625176027","(51.036251760273, -113.981610856426)","1"
"Eastbound 16 Avenue at 19 Street NW","Two vehicle incident. Blocking the right lane.","2017 May 10 04:08:00 PM","2017 May 10 04:21:45 PM","NW","-114.10635021701","51.06690536162","(51.066905361622, -114.106350217007)","1"
"McKenzie Lake Boulevard at Mountain Park Circe SE","Two vehicle incident.","2017 May 10 03:11:26 PM","2017 May 10 03:15:26 PM","SE","-113.975964102","50.9159980592","(50.915998059204, -113.975964102003)","1"
"8 Avenue at Edmonton Trail NE","There is an incident involving a pedestrian.","2017 May 10 01:59:30 PM","2017 May 10 02:19:57 PM","NE","-114.05435568447","51.05973603232","(51.059736032315, -114.054355684472)","1"
"Deerfoot Trail at Peigan Trail SE","Two vehicle incident.","2017 May 10 01:09:47 PM","2017 May 10 01:11:33 PM","SE","-114.00525624055","51.01500137989","(51.01500137989, -114.005256240554)","1"
"32 Avenue at 26 Street NE","Two vehicle incident.","2017 May 10 01:08:02 PM","2017 May 10 01:11:33 PM","NE","-113.99821159639","51.08119797463","(51.081197974627, -113.998211596386)","1"
"4 Avenue at 11 Street SW",". 4 Avenue at 11 Street SW, the traffic lights are blank. Crews have been dispatched","2017 May 10 12:00:10 PM","2017 May 10 12:10:47 PM","SW","-114.03637060193","51.05603951979","(51.056039519793, -114.036370601926)","1"
"9 Avenue at 19 Street SE","Single vehicle incident.","2017 May 10 10:21:55 AM","2017 May 10 10:24:16 AM","SE","-114.01995132252","51.03541833429","(51.035418334288, -114.019951322521)","1"
"Southbound 5 Street at 5 Avenue SW","Two vehicle incident.","2017 May 10 09:17:39 AM","2017 May 10 09:19:30 AM","SW","-114.07367840105","51.04869551322","(51.048695513219, -114.073678401047)","1"
"Country Hills Boulevard at Barlow Trail NE","Traffic signals are flashing red.  Crews have been dispatched.","2017 May 10 06:37:39 AM","2017 May 10 06:40:55 AM","NE","-114.00189142722","51.15419440831","(51.154194408307, -114.001891427216)","1"
"Elbow Drive at 5 Street SW","Traffic signals are flashing red.","2017 May 10 06:14:18 AM","2017 May 10 06:15:51 AM","SW","-114.07344048088","51.02955317336","(51.029553173358, -114.073440480882)","1"
"Eastbound Castleridge Drive at Falconridge Boulevard NE","Two vehicle incident.","2017 May 09 10:21:37 PM","2017 May 09 10:23:50 PM","NE","-113.9500273455","51.10686230945","(51.106862309447, -113.950027345497)","1"
"Ranchridge Way at Ranchview Drive NW","There is an incident involving a pedestrian.","2017 May 09 06:03:38 PM","2017 May 09 06:19:14 PM","NW","-114.18697988452","51.1204015875","(51.120401587498, -114.186979884519)","1"
"Southbound Deerfoot Trail at 16 Avenue NE","Single vehicle incident.","2017 May 09 05:51:15 PM","2017 May 09 05:54:25 PM","NE","-114.02855129252","51.06737986934","(51.067379869342, -114.028551292521)","1"
"Eastbound 130 Avenue onto Southbound Deerfoot Trail SE","Two vehicle incident.","2017 May 09 04:32:36 PM","2017 May 09 04:55:46 PM","SE","-113.97888971728","50.93198252278","(50.931982522778, -113.978889717279)","1"
"Southbound Deerfoot Trail exit ramp onto 130 Avenue SE","Single vehicle incident. .","2017 May 09 12:59:51 PM","2017 May 09 01:25:52 PM","SE","-113.97888971728","50.93198252278","(50.931982522778, -113.978889717279)","1"
"Bowness Road at Shaganappi Trail NW","Two vehicle incident.","2017 May 09 12:45:15 PM","2017 May 09 12:47:24 PM","NW","-114.14948266482","51.0636147673","(51.063614767303, -114.149482664815)","1"
"Brentwood Road at Brisebois Drive NW","Single vehicle incident.","2017 May 09 12:14:41 PM","2017 May 09 12:15:34 PM","NW","-114.13366393803","51.08958338155","(51.089583381551, -114.133663938031)","1"
"19 Street at John Laurie Boulevard NW","Two vehicle incident.","2017 May 09 07:51:15 AM","2017 May 09 07:52:09 AM","NW","-114.10664910804","51.09216483853","(51.092164838531, -114.106649108035)","1"
"Westbound 16 Avenue at Deerfoot Trail NE","Two vehicle incident. Blocking the left lane.","2017 May 08 09:52:46 PM","2017 May 08 09:54:16 PM","NE","-114.02855129252","51.06737986934","(51.067379869342, -114.028551292521)","1"
"Falconridge Boulevard at Saddletowne Circle NE","Two vehicle incident.","2017 May 08 07:18:44 PM","2017 May 08 07:41:54 PM","NE","-113.94680396167","51.12205389486","(51.122053894864, -113.94680396167)","1"
"Southbound Macleod Trail at Southland Drive SE","Multi-vehicle incident.","2017 May 08 07:16:47 PM","2017 May 08 07:18:15 PM","SE","-114.07173550401","50.96508499401","(50.965084994005, -114.071735504013)","1"
"Southbound Deerfoot Trail at Southland Drive SE","Multi-vehicle incident.","2017 May 08 06:15:37 PM","2017 May 08 06:17:40 PM","SE","-114.03622195779","50.97058953028","(50.970589530278, -114.036221957794)","1"
"Harvest Hills Boulevard at 96 Avenue NE","Single vehicle incident.","2017 May 08 03:07:50 PM","2017 May 08 03:08:56 PM","NE","-114.0693214551","51.14248842577","(51.142488425771, -114.069321455103)","1"
"Southbound Deerfoot Trail at Memorial Drive SE","Multi-vehicle incident.","2017 May 08 02:44:17 PM","2017 May 08 02:47:02 PM","SE","-114.01943425564","51.04885987642","(51.048859876417, -114.019434255636)","1"
"20 Avenue at 34 Street NE","Two vehicle incident.","2017 May 08 02:31:01 PM","2017 May 08 02:47:02 PM","NE","-113.98555653845","51.07136831468","(51.071368314684, -113.985556538451)","1"
"Eastbound Glenmore Trail approaching Blackfoot Trail SE","Multi-vehicle incident.","2017 May 08 01:53:34 PM","2017 May 08 01:55:39 PM","SE","-114.05691175215","50.99398109229","(50.993981092288, -114.056911752152)","1"
"Westbound Country Hills Boulevard at Deerfoot Trail NE","Two vehicle incident. Blocking exit to SB Deerfoot Tr.","2017 May 08 01:23:42 PM","2017 May 08 01:55:39 PM","NE","-114.02320563822","51.15118268476","(51.151182684761, -114.023205638221)","1"
"9 Avenue at 4 Street SE","Two vehicle incident. Road is closed NB at 11 Ave SE","2017 May 08 01:00:13 PM","2017 May 08 01:21:31 PM","SE","-114.05321358623","51.04428277519","(51.044282775191, -114.053213586233)","1"
"Heritage Meadows Way at Deerfoot Trail SE","Two vehicle incident. On the exit ramp from NB Deerfoot Tr.","2017 May 08 11:11:21 AM","2017 May 08 11:14:07 AM","SE","-114.03525869526","50.98197042217","(50.981970422168, -114.035258695256)","1"
"Southbound Deerfoot Trail approaching 64 Avenue NE","Two vehicle incident. Blocking the left lane.","2017 May 08 08:58:45 AM","2017 May 08 09:01:06 AM","NE","-114.04923256354","51.11065211401","(51.11065211401, -114.049232563541)","1"
"Westbound 16 Avenue approaching 36 Street NE","Two vehicle incident. Blocking the left lane.","2017 May 08 08:42:43 AM","2017 May 08 09:01:06 AM","NE","-113.98921905312","51.06708565944","(51.067085659443, -113.989219053116)","1"
"Barlow Trail at 39 Avenue NE","Traffic signals are flashing red. Crews have been dispatched","2017 May 08 06:39:00 AM","2017 May 08 06:40:01 AM","NE","-114.00187376503","51.08865589415","(51.088655894148, -114.001873765029)","1"
"Macleod Trail at 61 Avenue SW","Single vehicle incident.","2017 May 07 08:02:43 PM","2017 May 07 08:03:39 PM","SW","-114.07167772322","50.99774634937","(50.997746349372, -114.071677723224)","1"
"17 Avenue at 15 Street SW","Two vehicle incident.","2017 May 07 06:29:46 PM","2017 May 07 06:30:34 PM","SW","-114.0975957911","51.03783034232","(51.037830342324, -114.0975957911)","1"
"34 Avenue at 52 Street SE","Single vehicle incident.","2017 May 07 03:15:10 PM","2017 May 07 03:16:09 PM","SE","-113.9583768273","51.02336877778","(51.023368777782, -113.958376827298)","1"
"Northbound Barlow Trail at 39 Avenue NE","Two vehicle incident.","2017 May 07 02:08:38 PM","2017 May 07 02:25:11 PM","NE","-114.00187376503","51.08865589415","(51.088655894148, -114.001873765029)","1"
"Heritage Drive at Heritage Meadows Wy SE","Two vehicle incident.","2017 May 07 01:51:21 PM","2017 May 07 01:52:31 PM","SE","-114.04421126066","50.98721743592","(50.987217435916, -114.044211260656)","1"
"Eastbound Glenmore Trail at 14 Street SW","Multi-vehicle incident.","2017 May 07 12:59:00 PM","2017 May 07 01:08:34 PM","SW","-114.10159581804","50.99638926784","(50.996389267837, -114.101595818037)","1"
"Northbound Deerfoot Trail at 64 Avenue NE","Two vehicle incident. Blocking the left lane","2017 May 07 12:58:02 PM","2017 May 07 01:08:34 PM","NE","-114.04923256354","51.11065211401","(51.11065211401, -114.049232563541)","1"
"Eastbound Nose Hill Drive at Silver Springs Boulevard NW","Two vehicle incident. . Blocking the road EB","2017 May 07 12:45:14 PM","2017 May 07 12:50:32 PM","NW","-114.20695060315","51.11616565887","(51.116165658873, -114.206950603154)","1"
"Southbound Macleod Trail at 194 Avenue SE","Two vehicle incident. Moved to WB 194 Ave.","2017 May 07 12:27:51 PM","2017 May 07 12:50:32 PM","SE","-114.04538473233","50.87830651135","(50.878306511347, -114.045384732326)","1"
"Richmond Road at 40 Street SW","Two vehicle incident.","2017 May 07 11:37:24 AM","2017 May 07 11:38:14 AM","SW","-114.14528154877","51.02114290053","(51.021142900527, -114.145281548767)","1"
"Southbound Crowchild Trail at 23 Avenue NW","Two vehicle incident. Blocking the left lane.","2017 May 06 06:25:14 PM","2017 May 06 06:25:55 PM","NW","-114.11803342435","51.07101017269","(51.071010172693, -114.118033424345)","1"
"52 Street at Mahogany Street SE","Two vehicle incident.","2017 May 06 05:22:11 PM","2017 May 06 05:23:36 PM","SE","-113.9433314536","50.89656130186","(50.896561301861, -113.943331453603)","1"
"Symons Valley Road at Mountain View Road NW","Two vehicle incident.","2017 May 06 04:52:05 PM","2017 May 06 04:52:57 PM","NW","-114.1411717454","51.18864598396","(51.188645983957, -114.141171745395)","1"
"Eastbound Southland Drive at 14 Street SW","Two vehicle incident.","2017 May 06 04:47:56 PM","2017 May 06 04:52:57 PM","SW","-114.09670584966","50.96151716341","(50.961517163405, -114.096705849657)","1"
"64 Avenue at 11 Street NE","Two vehicle incident.","2017 May 06 04:32:50 PM","2017 May 06 04:52:57 PM","NW","-114.0369886315","51.11058345228","(51.110583452279, -114.036988631502)","1"
"Macleod Trail at 25 Avenue SE","Two vehicle incident.","2017 May 06 04:31:47 PM","2017 May 06 04:52:57 PM","SE","-114.05967500215","51.03050853348","(51.03050853348, -114.059675002152)","1"
"Centre Street at 12 Avenue NE","Two vehicle incident.","2017 May 06 04:23:23 PM","2017 May 06 04:25:49 PM","NW","-114.06252283218","51.06334760986","(51.063347609856, -114.062522832181)","1"
"Glenmore Trail at Richard Road SW","Two vehicle incident.","2017 May 06 04:14:34 PM","2017 May 06 04:25:49 PM","SW","-114.13234182159","51.00389527149","(51.003895271487, -114.13234182159)","1"
"Southbound Deerfoot Trail approaching Glenmore Trail SE","Two vehicle incident.","2017 May 06 02:17:41 PM","2017 May 06 02:18:07 PM","SE","-114.03917308623","50.99415667572","(50.994156675722, -114.039173086226)","1"
"Canyon Meadows Drive at 6 Street SW","There is an incident involving a pedestrian.","2017 May 06 12:38:11 PM","2017 May 06 12:42:06 PM","SW","-114.07640025136","50.93372173106","(50.933721731064, -114.076400251359)","1"
"Southbound Falconridge Boulevard at McKnight Boulevard NE","Single vehicle incident. Blocking the right lane","2017 May 06 06:20:41 AM","2017 May 06 06:23:13 AM","NW","-113.96091425515","51.0961502582","(51.0961502582, -113.960914255153)","1"
"Metis Trail at Cityscape Boulevard NE","Single vehicle incident.","2017 May 05 11:06:56 PM","2017 May 05 11:08:00 PM","NE","-113.96978085146","51.14727295674","(51.147272956735, -113.969780851458)","1"
"Barlow Trail at 32 Avenue NE","Multi-vehicle incident.","2017 May 05 09:50:52 PM","2017 May 05 09:53:15 PM","NE","-114.00271752069","51.08155017224","(51.081550172243, -114.002717520691)","1"
"Eastbound 17 Avenue at 61 Street SE","Two vehicle incident.","2017 May 05 07:38:33 PM","2017 May 05 07:40:20 PM","SE","-113.94334941174","51.03791849185","(51.037918491849, -113.943349411742)","1"
"Glenmore Trail at Discovery Ridge Boulevard SW","Two vehicle incident.","2017 May 05 06:11:14 PM","2017 May 05 06:12:33 PM","SW","-114.19626997572","51.01378692912","(51.013786929118, -114.196269975721)","1"
"Northbound Macleod Trail at Heritage Drive SE","Stalled vehicle.","2017 May 05 05:59:24 PM","2017 May 05 06:12:33 PM","SE","-114.0716855367","50.97951516679","(50.97951516679, -114.071685536699)","1"
"Westbound Country Hills Boulevard west of Deerfoot Trail NE","Multi-vehicle incident.","2017 May 05 05:25:04 PM","2017 May 05 05:34:22 PM","NE","-114.02320563822","51.15118268476","(51.151182684761, -114.023205638221)","1"
"Southbound Crowchild Trail at Glenmore Trail SW","Two vehicle incident.","2017 May 05 04:56:09 PM","2017 May 05 05:25:00 PM","NW","-114.12107128943","51.00099713475","(51.000997134752, -114.121071289426)","1"
"Southbound Deerfoot Trail at Glenmore Trail SE","Multi-vehicle incident.","2017 May 05 04:21:52 PM","2017 May 05 04:23:26 PM","SE","-114.03917308623","50.99415667572","(50.994156675722, -114.039173086226)","1"
"Saddletowne Circle at Falconridge Boulevard NE","Traffic signals are flashing red. Crews have been dispatched","2017 May 05 03:58:00 PM","2017 May 05 04:23:26 PM","NE","-113.94680396167","51.12205389486","(51.122053894864, -113.94680396167)","1"
"Northbound Deerfoot Trail at 32 Avenue NE","Multi-vehicle incident.","2017 May 05 03:13:30 PM","2017 May 05 03:17:42 PM","NE","-114.03803233445","51.08663648746","(51.086636487456, -114.038032334448)","1"
"Barlow Trail at Center Avenue NE","Multi-vehicle incident.","2017 May 05 01:37:37 PM","2017 May 05 01:39:06 PM","NE","-114.00177288727","51.05236477407","(51.052364774071, -114.001772887273)","1"
"5 Avenue at 2 Street SW","Two vehicle incident.","2017 May 05 08:24:48 AM","2017 May 05 08:25:33 AM","SW","-114.06776562453","51.04852900519","(51.048529005191, -114.067765624528)","1"
"114 Avenue at 42 Street SE","Two vehicle incident.","2017 May 05 07:53:35 AM","2017 May 05 07:54:27 AM","SE","-113.97560160039","50.95053441486","(50.950534414861, -113.975601600386)","1"
"Seton Boulevard at Auburn Bay Gate SE","Two vehicle incident.","2017 May 04 06:01:08 PM","2017 May 04 06:03:04 PM","SE","-113.95783446843","50.88242603202","(50.882426032023, -113.957834468426)","1"
"Southbound Deerfoot Trail at Southland Drive SE","Two vehicle incident. . .","2017 May 04 04:02:25 PM","2017 May 04 04:10:32 PM","SE","-114.03064527881","50.94877290406","(50.948772904059, -114.030645278814)","1"
"68 Street at Applewoood Drive SE","Two vehicle incident.","2017 May 04 03:51:48 PM","2017 May 04 04:10:32 PM","SE","-113.93523168839","51.04562684175","(51.045626841746, -113.935231688391)","1"
"Country Hills Boulevard at Shaganappi Trail NW","Two vehicle incident.","2017 May 04 03:50:04 PM","2017 May 04 04:10:32 PM","NW","-114.12617881624","51.14200806091","(51.142008060911, -114.126178816235)","1"
"Westbound Memorial Drive at 10 Street NW","Two vehicle incident. Blocking the right lane.","2017 May 04 01:19:26 PM","2017 May 04 01:20:26 PM","NW","-114.08586034759","51.05196098806","(51.051960988061, -114.085860347592)","1"
"4 Avenue approaching 9 Street SW","Two vehicle incident. Blocking the left lane.","2017 May 04 12:48:50 PM","2017 May 04 12:50:24 PM","SW","-114.08347289021","51.04989867646","(51.049898676464, -114.083472890212)","1"
"Northbound 10 Street at 5 Avenue NW","Two vehicle incident. Blocking the northbound lanes.","2017 May 04 12:07:52 PM","2017 May 04 12:08:48 PM","NW","-114.0859592021","51.05836258422","(51.058362584216, -114.085959202098)","1"
"Bow Trail at Strathcona Boulevard SW","Two vehicle incident.","2017 May 04 11:49:43 AM","2017 May 04 11:52:05 AM","SW","-114.18224119216","51.05175003777","(51.051750037772, -114.182241192164)","1"
"25 Avenue at Macleod Trail SE",". LRT Gates are malfunctioning.","2017 May 04 08:36:20 AM","2017 May 04 08:47:46 AM","SE","-114.05980730065","51.03050882544","(51.030508825441, -114.05980730065)","1"
"Westbound Glenmore Trail approaching 52 Street SE","Two vehicle incident. Blocking the left lane.","2017 May 04 08:03:35 AM","2017 May 04 08:05:12 AM","SE","-113.9619370843","50.97964243416","(50.979642434164, -113.961937084303)","1"
"52 Street at Pensdale Road NE","Two vehicle incident.","2017 May 03 06:19:14 PM","2017 May 03 06:21:08 PM","NE","-113.95849781475","51.04287586237","(51.042875862372, -113.958497814754)","1"
"Eastbound Peigan Trail at Stoney Trail SE","Two vehicle incident.","2017 May 03 05:52:09 PM","2017 May 03 05:53:17 PM","SE","-113.93011021791","51.01507229331","(51.015072293314, -113.930110217909)","1"
"Southbound Crowchild Trail approaching Glenmore Trail SW","Two vehicle incident.","2017 May 03 05:19:48 PM","2017 May 03 05:24:27 PM","SW","-114.12107128943","51.00099713475","(51.000997134752, -114.121071289426)","1"
"12 Avenue at 36 Street SE","Two vehicle incident.","2017 May 03 04:55:57 PM","2017 May 03 05:24:27 PM","SE","-113.9816497422","51.04248624197","(51.042486241967, -113.981649742196)","1"
"Shaganappi Trail at Northland Drive NW","Two vehicle incident.","2017 May 03 04:51:18 PM","2017 May 03 04:52:50 PM","NW","-114.14287248602","51.10263896157","(51.102638961569, -114.14287248602)","1"
"Southbound Deerfoot Trail at Glenmore Trail SE","Two vehicle incident.","2017 May 03 04:29:59 PM","2017 May 03 04:52:50 PM","SE","-114.03917308623","50.99415667572","(50.994156675722, -114.039173086226)","1"
"Northbound Edmonton Trail at Mcknight Boulevard NE","Two vehicle incident.","2017 May 03 04:22:13 PM","2017 May 03 04:24:07 PM","NE","-114.05405354388","51.09574254906","(51.095742549064, -114.054053543875)","1"
"25 Avenue at 37 Street SW","Multi-vehicle incident.","2017 May 03 04:10:34 PM","2017 May 03 04:24:07 PM","SW","-114.14119608091","51.03160129938","(51.031601299383, -114.141196080905)","1"
"Edmonton Trail at 8 Avenue NE","Two vehicle incident.","2017 May 03 03:49:59 PM","2017 May 03 03:51:24 PM","NE","-114.05435568447","51.05973603232","(51.059736032315, -114.054355684472)","1"
"Southbound Macleod Trail at 55 Avenue SW","Multi-vehicle incident.","2017 May 03 03:45:33 PM","2017 May 03 03:51:24 PM","SW","-114.07064520306","51.00406240423","(51.004062404229, -114.070645203059)","1"
"52 Street at 130 Avenue - mall entrance SE","Traffic signals are flashing red. Crews have been dispatched.","2017 May 03 01:18:34 PM","2017 May 03 01:19:43 PM","SE","-113.95809657765","50.92908431934","(50.929084319343, -113.958096577645)","1"
"Macleod Trail at 162 Avenue SE","Multi-vehicle incident.","2017 May 03 12:08:49 PM","2017 May 03 12:12:38 PM","SE","-114.06355554669","50.90446756987","(50.904467569873, -114.063555546693)","1"
"4 Street at McKnight Boulevard NE","Two vehicle incident.","2017 May 03 10:46:58 AM","2017 May 03 10:47:32 AM","NE","-114.05443659271","51.09612038634","(51.096120386336, -114.054436592709)","1"
"Cranston Avenue at Deerfoot Trail SE","Multi-vehicle incident.","2017 May 03 09:23:22 AM","2017 May 03 09:24:11 AM","SE","-113.97050252225","50.87940209281","(50.879402092805, -113.970502522252)","1"
"Northbound Macleod Trail at Anderson Road SE","Two vehicle incident.","2017 May 03 08:22:08 AM","2017 May 03 08:22:43 AM","SE","-114.07186412749","50.95054991497","(50.950549914975, -114.071864127494)","1"
"Eastbound Glenmore Trail at Blackfoot Trail SE","Two vehicle incident. In the right shoulder.","2017 May 03 08:02:45 AM","2017 May 03 08:22:43 AM","SE","-114.05691175215","50.99398109229","(50.993981092288, -114.056911752152)","1"
"Metis Trail at 128 Avenue NE","Two vehicle incident.","2017 May 03 07:54:36 AM","2017 May 03 07:55:17 AM","NE","-113.97155005697","51.1654465165","(51.165446516504, -113.971550056968)","1"
"Southbound Crowchild Trail approaching 50 Avenue SW","Two vehicle incident. Blocking 2 right lanes.","2017 May 03 07:53:01 AM","2017 May 03 07:55:17 AM","SW","-114.12015833784","51.00866772409","(51.008667724094, -114.120158337838)","1"
"Silver Spring Blvd at Silver Spring Gate NW","Two vehicle incident.","2017 May 02 09:53:31 PM","2017 May 02 09:56:27 PM","NW","-114.20695060315","51.11616565887","(51.116165658873, -114.206950603154)","1"
"36 Street at 16 Avenue NE","Two vehicle incident.","2017 May 02 09:20:34 PM","2017 May 02 09:21:51 PM","NE","-113.98921905312","51.06708565944","(51.067085659443, -113.989219053116)","1"
"Southbound Deerfoot Trail at Stoney Trail NE","Two vehicle incident.","2017 May 02 06:47:55 PM","2017 May 02 06:49:59 PM","NE","-114.01539845521","51.17615172682","(51.176151726822, -114.015398455209)","1"
"Eastbound Memorial Drive at 36 Street SE","Multi-vehicle incident.","2017 May 02 06:40:39 PM","2017 May 02 06:49:59 PM","SE","-113.98209517734","51.05222164826","(51.052221648262, -113.982095177339)","1"
"Anderson Drive at Acadia Boulevard SE","Multi-vehicle incident.","2017 May 02 05:56:02 PM","2017 May 02 06:18:02 PM","SE","-114.04413963942","50.94833140579","(50.948331405788, -114.044139639421)","1"
"Metis Trail at 64 avenue NE","Two vehicle incident.","2017 May 02 05:51:36 PM","2017 May 02 05:54:06 PM","NE","-113.97529531293","51.1109330631","(51.110933063102, -113.975295312926)","1"
"Eastbound Mcknight Blvd and 52 Street","Multi-vehicle incident. . . blocking the left lane.","2017 May 02 05:41:06 PM","2017 May 02 05:54:06 PM","NW","-113.95847506889","51.09541676054","(51.095416760537, -113.958475068889)","1"
"Southbound Deerfoot Trail at Memorial Drive SE","Single vehicle incident.","2017 May 02 04:47:11 PM","2017 May 02 04:49:18 PM","SE","-114.01943425564","51.04885987642","(51.048859876417, -114.019434255636)","1"
"Westbound Falconridge Boulevard at 52 Street NE","Two vehicle incident.","2017 May 02 03:47:52 PM","2017 May 02 03:50:06 PM","NE","-113.95847240849","51.09615552941","(51.096155529406, -113.958472408487)","1"
"17 Avenue at 38 Street SE","There is an incident involving a pedestrian.","2017 May 02 03:38:57 PM","2017 May 02 03:50:06 PM","SE","-113.97868138283","51.03784901001","(51.03784901001, -113.978681382827)","1"
"Northbound Deerfoot Trail at 16 Avenue NE","Two vehicle incident. Moved to the right lane","2017 May 02 01:16:32 PM","2017 May 02 01:25:47 PM","NE","-114.02855129252","51.06737986934","(51.067379869342, -114.028551292521)","1"
"Northbound Macleod Trail at Heritage Drive SE","Two vehicle incident. Blocking the right lane","2017 May 02 01:12:09 PM","2017 May 02 01:25:47 PM","SE","-114.0716855367","50.97951516679","(50.97951516679, -114.071685536699)","1"
"Westbound 32 Avenue at Deerfoot Trail NE","Two vehicle incident. Blocking the right lane","2017 May 02 10:06:57 AM","2017 May 02 10:08:25 AM","NE","-114.03803233445","51.08663648746","(51.086636487456, -114.038032334448)","1"
"Southbound Symons Valley Road at Stoney Trail NW","Two vehicle incident.","2017 May 02 08:52:42 AM","2017 May 02 08:53:38 AM","NW","-114.12081504847","51.15845358768","(51.158453587683, -114.120815048467)","1"
"Macleod Trail at 12 Avenue SE","Stalled vehicle. Blocking the middle lane","2017 May 02 08:00:27 AM","2017 May 02 08:04:40 AM","SE","-114.05840448764","51.04128662423","(51.041286624235, -114.058404487644)","1"
"106 Avenue at Barlow Trail SE","Two vehicle incident.","2017 May 02 06:52:52 AM","2017 May 02 06:53:55 AM","SE","-113.98153118648","50.95793434843","(50.957934348432, -113.98153118648)","1"
